date,close,volume,open,high,low,symbol
2023-11-29,189.37,43014220,190.9,192.09,188.97,AAPL
2023-11-28,190.4,38415420,189.78,191.08,189.4,AAPL
2023-11-27,189.79,40552610,189.92,190.67,188.9,AAPL
2023-11-24,189.97,24048340,190.87,190.9,189.25,AAPL
2023-11-22,191.31,39630010,191.49,192.93,190.825,AAPL
2023-11-21,190.64,38134490,191.41,191.52,189.74,AAPL
2023-11-20,191.45,46538610,189.89,191.905,189.88,AAPL
2023-11-17,189.69,50941400,190.25,190.38,188.57,AAPL
2023-11-16,189.71,54412920,189.57,190.96,188.65,AAPL
2023-11-15,188.01,53790500,187.845,189.5,187.78,AAPL
2023-11-14,187.44,60108380,187.7,188.11,186.3,AAPL
2023-11-13,184.8,43627520,185.82,186.03,184.21,AAPL
2023-11-10,186.4,66177920,183.97,186.565,183.53,AAPL
2023-11-09,182.41,53763540,182.96,184.12,181.81,AAPL
2023-11-08,182.89,49340280,182.35,183.45,181.59,AAPL
2023-11-07,181.82,70529970,179.18,182.44,178.97,AAPL
2023-11-06,179.23,63841310,176.38,179.43,176.21,AAPL
2023-11-03,176.65,79829250,174.24,176.82,173.35,AAPL
2023-11-02,177.57,77334750,175.52,177.78,175.46,AAPL
2023-11-01,173.97,56934910,171.0,174.23,170.12,AAPL
2023-10-31,170.77,44846020,169.35,170.9,167.9,AAPL
2023-10-30,170.29,51130960,169.02,171.17,168.87,AAPL
2023-10-27,168.22,58499130,166.91,168.96,166.83,AAPL
2023-10-26,166.89,70625260,170.37,171.3775,165.67,AAPL
2023-10-25,171.1,57156960,171.88,173.06,170.65,AAPL
2023-10-24,173.44,43816640,173.05,173.67,171.45,AAPL
2023-10-23,173.0,55980110,170.91,174.01,169.93,AAPL
2023-10-20,172.88,64244030,175.31,175.42,172.64,AAPL
2023-10-19,175.46,59302860,176.04,177.84,175.19,AAPL
2023-10-18,175.84,54764380,175.58,177.575,175.11,AAPL
2023-10-17,177.15,57549350,176.645,178.42,174.8,AAPL
2023-10-16,178.72,52516980,176.75,179.075,176.51,AAPL
2023-10-13,178.85,51456080,181.42,181.93,178.14,AAPL
2023-10-12,180.71,56743120,180.07,182.34,179.04,AAPL
2023-10-11,179.8,47551100,178.2,179.85,177.6,AAPL
2023-10-10,178.39,43698020,178.1,179.72,177.95,AAPL
2023-10-09,178.99,42390770,176.81,179.05,175.8,AAPL
2023-10-06,177.49,57266680,173.8,177.99,173.18,AAPL
2023-10-05,174.91,48527920,173.79,175.45,172.68,AAPL
2023-10-04,173.66,53020290,171.09,174.21,170.97,AAPL
2023-10-03,172.4,49594610,172.255,173.63,170.82,AAPL
2023-10-02,173.75,52164540,171.22,174.3,170.93,AAPL
2023-09-29,171.21,51861080,172.02,173.07,170.341,AAPL
2023-09-28,170.69,56294420,169.34,172.03,167.62,AAPL
2023-09-27,170.43,66921810,172.62,173.04,169.05,AAPL
2023-09-26,171.96,64588950,174.82,175.2,171.66,AAPL
2023-09-25,176.08,46172740,174.2,176.97,174.15,AAPL
2023-09-22,174.79,56725390,174.67,177.079,174.05,AAPL
2023-09-21,173.93,63149120,174.55,176.3,173.86,AAPL
2023-09-20,175.49,58436180,179.26,179.695,175.4,AAPL
2023-09-19,179.07,51826940,177.52,179.63,177.13,AAPL
2023-09-18,177.97,67257570,176.48,179.38,176.17,AAPL
2023-09-15,175.01,109259500,176.48,176.495,173.82,AAPL
2023-09-14,175.74,60895760,174.0,176.1,173.58,AAPL
2023-09-13,174.21,84267930,176.51,177.3,173.98,AAPL
2023-09-12,176.3,90370190,179.49,180.13,174.82,AAPL
2023-09-11,179.36,58953050,180.07,180.3,177.34,AAPL
2023-09-08,178.18,65602070,178.35,180.239,177.79,AAPL
2023-09-07,177.56,112488800,175.18,178.21,173.54,AAPL
2023-09-06,182.91,81755820,188.4,188.85,181.47,AAPL
2023-09-05,189.7,45280030,188.28,189.98,187.61,AAPL
2023-09-01,189.46,45766500,189.485,189.92,188.28,AAPL
2023-08-31,187.87,60794470,187.84,189.12,187.48,AAPL
2023-08-30,187.65,60813890,184.94,187.85,184.74,AAPL
2023-08-29,184.12,53003950,179.695,184.9,179.5,AAPL
2023-08-28,180.19,43820700,180.09,180.59,178.545,AAPL
